Fid,Gender,Age,Bank_Account,Bank_Name,Trans_Amount,Transno,Balance,Trans_Type,Trans_Date,Location,Fraud
12.234.220.155.121.233-68,Male,34,MJEK41083183506759,Unity Bank,8105.55,9356,6612.93,Debit,2023-04-01,Berlin,1
19.51.77.20.21.106-99,Female,39,IOKW69186670126984,Global Bank,2176.85,6988,37357.16,Credit,2021-12-31,Sydney,1
63.172.90.176.130.134-81,Male,35,ATYV28117861544405,Summit Bank,7024.82,8866,16189.31,Credit,2023-04-22,New York,1
6.34.49.18.230.181-31,Male,54,HDXU21212802199223,Pioneer Savings,7112.42,7072,33463.24,Debit,2023-02-12,Tokyo,1
118.123.167.106.28.127-76,Female,77,ERJQ38807636418691,Unity Bank,3420.02,7035,18276.79,Credit,2024-08-12,Sydney,1
213.230.135.37.145.191-13,Male,40,OPRN19708419266984,Summit Bank,9245.87,9475,39593.46,Debit,2024-10-24,Mumbai,1
78.241.13.96.158.109-41,Female,51,CKTE23146092245618,Unity Bank,6280.87,1425,43853.64,Debit,2024-01-18,Berlin,1
242.25.91.208.140.188-64,Male,28,OTPI51000146463621,Unity Bank,4908.3,6893,37955.03,Debit,2024-05-05,Sydney,1
12.115.156.183.74.7-39,Female,72,HLQE52401965634343,Global Bank,2593.54,8648,36365.68,Credit,2023-09-02,Sydney,1
26.31.45.57.30.214-32,Female,50,LNRJ24322076138110,Capital Trust,626.49,1452,34003.75,Debit,2023-02-12,Mumbai,0
199.26.241.100.194.206-54,Female,57,XUEJ71705088361415,Pioneer Savings,2063.52,1876,46098.66,Debit,2023-06-29,Tokyo,0
101.31.69.157.174.123-51,Female,20,GXER69256508242213,Summit Bank,6169.74,4773,33720.62,Credit,2023-10-15,Beijing,0
215.7.235.241.208.76-31,Male,24,SWMD32719094532026,Unity Bank,8882.87,1764,44126.45,Credit,2022-02-27,Tokyo,1
189.18.251.81.159.39-51,Female,40,OUSQ50190989821165,Unity Bank,8474.96,5268,22858.23,Credit,2022-05-22,London,1
179.124.229.2.81.232-85,Male,51,IAWN65369437761319,Global Bank,9435.37,1431,33472.02,Credit,2022-07-23,New York,0
209.113.254.121.105.21-80,Male,46,HFSM45257970595194,Unity Bank,9203.21,8574,19615.21,Debit,2022-05-24,New York,0
4.154.89.79.128.94-72,Male,70,ZZGH53204773245755,Pioneer Savings,5596.66,5060,2262.88,Debit,2024-02-07,London,1
82.108.128.112.232.49-69,Female,34,CUWC22028353662602,Summit Bank,1140.53,8776,11778.64,Credit,2022-06-27,Berlin,1
237.158.1.120.155.227-13,Male,42,RBAH06226898274258,Unity Bank,1675.45,8273,41356.91,Debit,2024-04-10,Tokyo,1
213.14.127.195.46.228-24,Female,27,BEXO38237823766364,Summit Bank,1961.9,7368,8356.41,Credit,2023-06-03,New York,0
27.234.106.129.28.107-78,Male,23,FFTN41800772097006,Unity Bank,1382.69,9199,37754.59,Debit,2022-08-27,Tokyo,1
56.4.138.147.171.200-34,Female,27,ACGL31265225450577,Global Bank,913.63,3978,4421.58,Credit,2024-04-12,London,1
86.212.97.181.97.89-57,Female,26,RVSW52732312488212,Capital Trust,6712.36,9724,49085.9,Debit,2022-05-15,Berlin,1
36.62.254.107.228.96-62,Male,39,HTIU55410566562953,Pioneer Savings,23.64,9573,7170.62,Credit,2024-03-14,Sydney,1
248.152.230.45.197.29-34,Male,64,CCAV26002538150575,Global Bank,3847.04,9642,38080.56,Debit,2024-07-11,Berlin,1
68.177.90.70.176.146-91,Female,78,GBZM94882702236051,Pioneer Savings,8474.24,4332,28810.33,Debit,2023-01-20,Tokyo,1
86.128.207.68.136.187-77,Female,44,EXVZ20578341334714,Global Bank,2281.45,5698,3036.58,Debit,2024-04-20,Beijing,0
166.19.114.136.84.112-28,Male,58,VKFG70115849128743,Pioneer Savings,5112.08,4889,32258.04,Credit,2023-04-14,Mumbai,1
33.121.24.177.5.196-12,Male,48,KHEE36728645125054,Global Bank,859.24,6255,45310.94,Credit,2024-08-26,Tokyo,1
199.86.24.177.239.85-87,Female,54,CGDO53000660424758,Unity Bank,8146.15,9873,45042.99,Debit,2023-07-05,Sydney,0
241.0.149.203.126.223-98,Male,65,FJUZ09091895223280,Unity Bank,8164.54,4214,44038.52,Debit,2024-05-02,Mumbai,1
1.93.34.79.166.15-18,Male,48,VEIU38785302006260,Summit Bank,7468.73,7441,46758.03,Debit,2024-08-11,Tokyo,0
166.81.191.182.122.122-19,Male,27,AMJT40498088784414,Summit Bank,5280.67,2151,40083.04,Credit,2023-08-17,Tokyo,0
241.234.142.145.134.110-53,Female,23,QYCT05942703995983,Summit Bank,9287.49,6907,49568.45,Credit,2022-11-11,Beijing,1
90.86.248.29.84.105-72,Male,76,RRUE18531507699986,Pioneer Savings,9704.51,8467,22932.31,Credit,2024-08-24,London,1
192.153.23.202.131.225-38,Female,49,LULV06213086033029,Pioneer Savings,7607.42,9970,4139.01,Debit,2022-02-22,Tokyo,1
210.5.157.247.204.238-21,Female,61,CVEQ39151117786184,Global Bank,3657.03,3675,14792.72,Debit,2023-08-20,Tokyo,0
186.3.72.142.146.173-82,Female,80,EVOA05755639989524,Global Bank,6695.63,4650,38528.03,Credit,2022-11-28,Sydney,0
24.148.3.188.83.199-98,Female,33,FZIC03634580360775,Unity Bank,7188.57,6688,32487.57,Credit,2022-06-23,Tokyo,0
124.185.185.240.12.5-85,Male,68,YDKY65767297272815,Summit Bank,7144.27,7531,35920.95,Debit,2023-07-11,Sydney,0
17.84.181.112.58.218-89,Male,29,SKUM36266327364277,Pioneer Savings,2193.28,8773,41701.87,Debit,2024-01-29,Mumbai,1
125.78.196.180.194.9-71,Male,37,YDKS61789029337342,Capital Trust,3980.71,8423,45120.06,Credit,2023-02-02,Beijing,0
32.172.157.159.140.173-37,Male,49,OTFK61543535434585,Global Bank,5944.82,2257,10645.46,Credit,2024-05-26,Sydney,1
206.122.226.46.22.157-50,Female,48,ZSLN02769475650121,Unity Bank,2176.7,3538,22035.91,Debit,2023-12-12,London,1
15.46.40.173.115.234-52,Male,21,EZBQ07959002210647,Unity Bank,4388.58,1476,3469.96,Credit,2022-06-11,Berlin,1
119.82.12.77.174.55-71,Female,75,SEHG11039503297792,Pioneer Savings,663.5,6808,20593.49,Debit,2023-03-17,Sydney,1
40.175.183.79.5.172-14,Male,44,UQZM77695856777635,Global Bank,2772.51,8182,9243.54,Debit,2023-04-01,Berlin,1
207.20.222.177.131.99-50,Male,74,JZZL03090904921214,Capital Trust,1053.72,9001,22587.43,Debit,2024-03-21,Berlin,0
93.218.97.21.210.138-86,Male,79,BICI68935305519753,Capital Trust,3654.84,2484,44127.8,Credit,2023-10-03,New York,0
101.115.84.162.108.69-41,Female,61,YTCP22605549841506,Capital Trust,9370.55,8304,29519.01,Credit,2024-01-14,Berlin,0
198.229.207.153.42.27-81,Female,37,NSPG49392627651760,Pioneer Savings,2586.15,4825,8957.03,Credit,2023-12-12,New York,1
147.18.39.216.128.123-18,Male,74,FHNO80038327939816,Summit Bank,3832.16,5538,3055.82,Debit,2023-02-12,Sydney,1
64.27.154.213.71.249-70,Male,33,GRUP71066709098825,Unity Bank,1369.51,1450,44211.75,Credit,2022-10-27,Mumbai,0
198.204.116.250.223.49-10,Female,47,MOCH87600210541407,Capital Trust,7913.9,3300,5989.43,Debit,2024-02-15,Tokyo,1
184.134.171.37.20.98-14,Male,58,TWHM04749539661010,Capital Trust,1004.28,4680,19347.62,Debit,2023-01-12,Berlin,1
255.80.150.28.34.220-57,Male,57,SCRA82061777107256,Capital Trust,8323.3,8441,4719.46,Debit,2023-10-23,Berlin,0
175.145.185.123.77.30-68,Male,18,QQCD13212354949332,Pioneer Savings,6164.2,8711,5443.95,Debit,2023-09-18,Berlin,1
129.145.8.22.172.43-65,Male,39,UIKR36867392639517,Unity Bank,9930.49,8353,12187.48,Credit,2024-07-04,Berlin,1
151.91.118.143.42.110-52,Male,68,IQHH83261405487037,Unity Bank,4022.96,3670,13250.21,Credit,2023-07-24,Beijing,1
228.40.81.50.48.21-82,Female,24,KQSX37477832407334,Pioneer Savings,2286.44,2316,38875.05,Credit,2024-02-16,Berlin,0
35.98.244.153.113.53-31,Male,67,INOT37569003993503,Capital Trust,9316.23,5380,9307.46,Debit,2023-04-29,New York,1
17.98.94.181.205.199-33,Female,50,PICB62740346859529,Pioneer Savings,3094.63,3103,7033.87,Credit,2024-04-01,Tokyo,1
105.101.60.118.120.82-51,Male,43,GTTB87256658185954,Unity Bank,2399.78,3160,38532.59,Debit,2024-06-29,Sydney,0
97.180.115.157.90.46-10,Female,39,PZOZ75250377989408,Summit Bank,3058.12,1433,25047.91,Debit,2022-08-26,Beijing,1
202.192.160.84.44.218-66,Male,32,ZRWX41613677093286,Pioneer Savings,7052.27,3188,37435.17,Credit,2022-04-21,Mumbai,1
249.7.129.246.44.128-59,Female,73,OALU75085699499760,Summit Bank,1531.95,5018,45476.45,Debit,2023-07-12,Mumbai,0
250.246.136.41.158.232-10,Female,34,LDYL53813222602135,Capital Trust,2694.72,1867,46997.72,Debit,2023-11-27,Beijing,0
31.100.128.151.71.19-26,Male,37,IFJY15559223487119,Capital Trust,5697.77,2400,27374.98,Credit,2023-06-21,Berlin,1
95.63.43.70.118.120-30,Female,53,LZRG05440486134894,Unity Bank,3241.71,8552,16070.04,Credit,2022-04-09,Beijing,0
17.7.142.195.246.213-49,Female,56,OYUV98792289916181,Global Bank,7858.09,4499,16000.67,Debit,2024-03-26,New York,1
48.97.200.208.247.94-59,Male,52,KBUQ96578193360142,Global Bank,8967.16,6282,42929.79,Debit,2022-01-13,London,0
67.219.173.4.139.166-68,Female,18,CSPS87338521572725,Unity Bank,1050.65,2083,34929.63,Credit,2022-03-25,Mumbai,1
56.9.139.123.141.164-59,Female,66,BQSV63495960823141,Unity Bank,5272.53,7914,2538.22,Credit,2023-05-03,Berlin,1
54.222.96.120.71.134-93,Female,29,URSA14725485896105,Unity Bank,6436.95,7969,28200.61,Debit,2024-10-31,Beijing,1
185.171.132.92.113.124-70,Male,55,FFQQ72928819498081,Summit Bank,2940.07,9194,34491.88,Credit,2022-01-09,London,0
112.76.200.85.74.189-54,Female,68,GDZB35046547765778,Unity Bank,8667.82,9098,18494.48,Credit,2022-01-30,Mumbai,0
239.120.184.184.26.87-79,Female,20,KFGC41545730502325,Summit Bank,5296.0,9775,19459.27,Credit,2022-02-03,Berlin,0
184.101.46.208.50.0-86,Male,45,ZFQD65130038789419,Global Bank,4679.74,3160,45342.45,Debit,2024-08-05,Beijing,1
240.19.152.20.49.54-58,Male,56,GLFQ47261013777880,Global Bank,9929.22,5351,19565.11,Credit,2024-05-04,London,1
107.157.211.137.251.196-58,Male,53,PKQW21091818168631,Pioneer Savings,7731.29,1194,29391.06,Debit,2023-04-24,Beijing,1
21.60.193.79.153.63-24,Female,53,WIVX53581761934595,Capital Trust,3604.28,6208,45253.89,Credit,2024-04-17,Berlin,0
216.41.109.87.55.57-80,Female,19,PECT70355997430039,Summit Bank,69.06,1357,9712.35,Credit,2024-10-22,Mumbai,0
145.213.30.129.249.178-14,Female,52,KESS09113112745550,Global Bank,3643.28,3246,23912.42,Debit,2024-06-19,New York,1
25.65.244.178.14.35-90,Male,49,YLQX43174850281406,Capital Trust,5759.82,8109,49887.36,Credit,2023-07-02,Sydney,0
81.200.139.150.63.204-12,Male,45,GDBH04368171974310,Capital Trust,9861.72,3825,39808.77,Credit,2022-06-12,Tokyo,1
119.79.140.231.188.77-71,Female,40,ZZUZ68644126083368,Summit Bank,2090.84,2808,2932.98,Debit,2023-07-15,New York,0
43.141.231.197.130.147-90,Female,24,MYXR54915801220092,Capital Trust,6494.66,2170,5826.13,Credit,2021-12-05,Berlin,1
136.213.153.127.31.195-44,Male,19,ZKLB60130215840089,Summit Bank,5295.25,7627,33349.45,Credit,2022-07-03,Berlin,1
191.165.129.45.88.37-38,Female,76,FPKA20304646743788,Global Bank,6459.19,6190,23466.21,Debit,2022-10-02,Berlin,0
70.207.116.85.119.2-97,Female,63,HLAU12361860248707,Global Bank,8238.84,6583,49833.24,Credit,2023-12-17,Sydney,1
32.86.232.30.179.221-23,Male,60,KMPD34209997709342,Capital Trust,1824.51,2477,23240.3,Credit,2021-12-01,Tokyo,0
6.121.221.53.227.104-48,Female,61,YOAX88226766945423,Capital Trust,3917.14,5140,24139.25,Debit,2023-05-15,Beijing,0
105.40.8.237.208.152-98,Female,79,IFTQ73837686373446,Unity Bank,8325.75,7532,45974.91,Credit,2022-12-27,Mumbai,0
37.51.165.207.237.143-38,Female,29,OQGT01442958602336,Capital Trust,5774.96,2792,40297.56,Debit,2023-05-24,Beijing,0
59.16.17.47.118.60-14,Male,56,BMZP29140647419359,Pioneer Savings,8606.34,1321,22045.09,Debit,2024-07-06,Mumbai,0
77.76.174.132.109.209-11,Female,24,DSPB99110466158310,Summit Bank,8839.78,4258,12990.26,Credit,2024-06-25,Sydney,1
68.148.166.248.167.105-13,Female,18,CTBU76557448898580,Unity Bank,8452.3,8665,17652.29,Credit,2021-12-30,Mumbai,0
9.83.108.146.57.79-81,Female,68,YOTH65951950088068,Unity Bank,5461.75,6487,30027.28,Credit,2022-05-19,Mumbai,0
202.188.36.5.145.15-80,Female,44,SRUH92114452014516,Pioneer Savings,9530.21,6678,29848.54,Debit,2024-05-18,Sydney,0
168.53.201.78.22.76-29,Male,49,UTWI78435456216804,Pioneer Savings,8362.74,6299,46002.92,Debit,2024-01-10,New York,1
13.190.79.209.203.254-25,Female,66,ADTC54308298354082,Pioneer Savings,7395.76,5215,10122.49,Debit,2024-05-08,Berlin,1
89.255.55.131.232.170-13,Female,26,MZRL04743021507135,Capital Trust,3406.02,9738,27731.19,Debit,2022-10-18,Beijing,0
121.218.36.137.55.61-11,Female,78,XPUN70682314530598,Global Bank,6998.86,9735,6646.07,Credit,2022-10-09,New York,0
142.93.200.54.95.193-38,Female,60,QAOF18274525356825,Unity Bank,7459.32,7889,6615.99,Debit,2023-12-28,New York,1
193.135.168.131.34.235-30,Male,50,DYOZ29266499641262,Unity Bank,1102.92,5568,10804.85,Debit,2022-10-21,Tokyo,0
250.4.146.102.150.192-18,Male,63,LSVX77624574106447,Global Bank,5933.83,2073,37939.96,Credit,2022-08-14,Mumbai,1
202.187.200.62.107.88-11,Female,61,WFRA68795119811610,Capital Trust,5981.59,1816,37387.39,Credit,2024-05-06,Tokyo,0
67.145.53.127.237.104-39,Male,49,GYLJ62168615397190,Summit Bank,9408.85,8215,28735.1,Debit,2022-01-09,Beijing,0
48.134.118.27.53.187-79,Female,79,IUKC92953209133341,Pioneer Savings,5148.28,9999,3241.04,Credit,2024-05-24,Beijing,0
92.212.215.88.244.89-27,Male,27,KBHP60721658804431,Pioneer Savings,5975.74,6616,7133.98,Credit,2022-02-13,New York,0
107.217.91.12.14.138-32,Female,63,XNHZ77455883275002,Global Bank,6410.87,7263,3883.84,Credit,2024-08-06,London,0
105.4.207.169.209.154-54,Male,70,XCWZ36821931059697,Capital Trust,4330.07,8909,44039.66,Credit,2024-10-31,New York,0
101.140.81.221.108.152-47,Female,43,OHSG97534087328923,Summit Bank,5639.55,2651,10668.0,Credit,2023-11-03,Berlin,0
112.231.64.182.233.242-18,Male,25,NDWS17411277880431,Global Bank,4819.71,3582,37000.8,Credit,2022-01-25,Sydney,0
240.207.164.180.23.48-36,Female,38,ODYB37838982181666,Pioneer Savings,7661.17,9908,41632.97,Debit,2023-11-21,Berlin,1
126.9.255.6.10.103-98,Female,65,SUUR64289560153937,Global Bank,9441.7,8939,40760.91,Credit,2024-08-05,Tokyo,0
103.216.189.150.93.125-37,Male,77,KHNM43894072914700,Capital Trust,2232.51,1916,19593.31,Debit,2024-07-31,Sydney,1
136.238.218.138.118.186-57,Female,20,LSFA59123117550226,Pioneer Savings,2390.2,3725,9731.28,Credit,2024-04-20,Berlin,0
131.19.136.27.8.107-49,Female,31,BFVP82870233965493,Capital Trust,2881.21,6813,28177.48,Debit,2022-05-29,Berlin,0
56.124.178.184.24.226-97,Female,66,UNHN28410595526470,Global Bank,517.92,9260,10246.12,Credit,2022-01-24,Berlin,0
159.168.4.195.86.19-67,Female,79,IPGG56935291855245,Pioneer Savings,2163.79,1755,42660.31,Credit,2023-08-24,New York,0
226.50.190.205.139.180-12,Female,72,BEUN09527737589266,Global Bank,8769.95,6312,3867.29,Credit,2022-07-22,Berlin,0
116.76.84.240.111.141-45,Male,19,MBYF64933940279824,Pioneer Savings,2694.25,1299,36073.89,Credit,2024-07-04,Sydney,0
226.46.202.57.84.44-89,Female,42,NMML24619688643732,Summit Bank,5585.87,3331,15299.64,Debit,2023-06-23,New York,0
153.139.110.114.155.80-23,Female,63,VPZV57354672917632,Summit Bank,3085.28,5140,22933.95,Credit,2024-01-31,Sydney,0
18.230.84.86.168.133-82,Female,35,MURE17851089111200,Global Bank,2672.77,6104,23731.19,Debit,2024-04-21,Sydney,0
163.49.197.117.94.82-62,Male,71,MSXH79080205635084,Global Bank,8197.41,1020,4877.03,Debit,2023-08-06,Sydney,1
89.245.197.71.225.107-32,Male,41,ILFS85430769678230,Summit Bank,1215.09,3820,30731.96,Credit,2022-10-26,Beijing,1
45.155.133.240.121.71-54,Male,42,EYQQ87105455075131,Global Bank,7684.16,6865,30010.51,Credit,2022-11-15,New York,0
127.178.231.86.140.147-35,Female,47,WFUI33177218322006,Summit Bank,5037.27,9828,25042.16,Credit,2024-08-20,Mumbai,0
228.47.82.232.10.66-25,Female,29,SRSS40167113017001,Pioneer Savings,9925.76,5982,48195.45,Debit,2022-02-19,Mumbai,0
149.110.132.222.231.2-39,Female,45,PTXP72256090727224,Unity Bank,3229.43,7929,45795.14,Debit,2023-11-01,New York,0
41.87.191.207.159.167-34,Female,61,GKZC96218378903398,Summit Bank,833.76,5040,29777.38,Credit,2022-04-30,London,1
200.15.186.194.36.248-98,Female,37,DSLL26473364717156,Summit Bank,6113.29,4293,44286.1,Credit,2022-10-02,Beijing,1
172.105.19.56.210.111-77,Female,26,AKIF75216494514026,Pioneer Savings,2408.07,7834,34431.03,Credit,2023-10-18,Sydney,0
143.180.9.0.55.25-99,Male,27,EQAV35091506469987,Pioneer Savings,8183.55,4508,4751.19,Credit,2022-11-30,Sydney,0
248.63.216.71.132.89-60,Male,72,WZBK27386622401399,Global Bank,8014.38,2347,29219.39,Debit,2024-04-22,Tokyo,0
243.134.11.128.145.235-38,Male,24,NCCH21312151331576,Summit Bank,6380.7,8116,27347.96,Debit,2024-10-05,Mumbai,1
46.246.172.4.121.136-23,Female,50,TMTL03053747654287,Unity Bank,5724.54,1036,21317.83,Debit,2024-09-01,Beijing,1
169.48.225.245.59.170-36,Male,33,BHCU79178693068572,Capital Trust,4722.97,9521,19070.84,Debit,2022-03-04,Tokyo,1
101.122.1.175.156.224-17,Male,28,IQSY42653352353949,Summit Bank,8488.08,9878,31259.69,Credit,2024-08-12,London,1
155.143.109.175.117.8-64,Female,48,DOGR60498047437340,Pioneer Savings,7790.92,2551,44828.0,Credit,2024-08-08,Mumbai,0
170.45.64.12.116.176-13,Female,31,XUMO43187374258446,Global Bank,8.47,6062,29400.3,Debit,2024-01-26,London,1
139.91.106.13.58.248-50,Male,61,DLDV29816804655009,Global Bank,5176.11,6420,19075.07,Debit,2022-04-28,Beijing,1
132.73.227.174.172.44-85,Male,32,CACU61933403541641,Capital Trust,98.81,3388,28837.1,Debit,2022-07-28,London,1
229.44.122.153.24.214-57,Male,54,PLNY32890569857333,Pioneer Savings,8159.65,2474,23002.92,Credit,2022-08-10,Beijing,1
42.28.129.116.17.37-50,Female,62,YABK52940522401388,Pioneer Savings,1687.45,6640,48628.78,Debit,2023-11-06,London,1
15.240.249.173.223.143-89,Female,55,MYZT71385844807209,Pioneer Savings,8339.4,8680,38006.02,Credit,2024-04-21,Beijing,0
6.98.93.104.141.4-63,Male,32,DOCP83864757206875,Pioneer Savings,4005.6,7893,6536.59,Debit,2022-11-28,Beijing,0
142.86.250.7.251.126-86,Female,29,GIOJ95858086464490,Summit Bank,1719.25,4758,23614.47,Debit,2023-04-01,Berlin,1
24.6.176.128.166.69-56,Male,18,MLRC27957738305778,Global Bank,1451.98,8514,28578.46,Debit,2022-03-07,Tokyo,0
127.175.141.143.175.151-16,Male,61,VPXK67104252788399,Unity Bank,8390.18,6712,8786.42,Debit,2023-02-21,Tokyo,1
174.30.185.219.110.6-51,Female,30,NQOB46309751848019,Summit Bank,1842.6,3072,21939.34,Credit,2024-08-07,New York,0
239.71.125.140.65.201-90,Male,66,HOPE42106295336843,Capital Trust,5594.53,3760,34339.27,Credit,2022-11-03,Tokyo,1
174.148.32.252.150.125-37,Female,21,EOZV62158793062700,Global Bank,7795.23,2848,10421.26,Credit,2023-03-10,Beijing,1
6.223.82.32.98.35-55,Female,76,QJAJ23534439448707,Unity Bank,592.16,1377,8453.44,Debit,2023-02-12,Tokyo,1
148.198.183.153.186.240-26,Female,70,RZOC58593954425663,Global Bank,7146.29,6719,17523.52,Debit,2024-06-05,Beijing,0
138.12.65.0.17.228-41,Male,68,LFAA17670811490106,Summit Bank,9150.88,8540,30189.31,Debit,2024-05-28,London,1
16.21.97.24.132.192-19,Female,71,BWTP85282286655335,Pioneer Savings,2364.73,3123,13120.71,Debit,2023-12-14,Mumbai,1
211.36.192.199.174.193-14,Male,25,HPJQ36111749117843,Global Bank,6881.46,5364,21804.17,Credit,2022-07-20,London,0
251.252.202.157.90.166-87,Female,33,EQLH23226178757272,Pioneer Savings,6139.84,8897,3361.9,Credit,2022-07-11,Tokyo,1
112.95.152.180.189.135-16,Female,39,MSAV73538252109250,Global Bank,454.67,2164,19034.86,Credit,2023-07-04,Tokyo,0
212.179.81.168.78.239-49,Male,54,OHQN66454170693587,Capital Trust,3195.01,7359,17062.39,Debit,2023-07-30,Beijing,1
239.228.230.32.138.201-33,Male,76,LJVJ74736662110503,Pioneer Savings,4236.45,3137,2433.7,Debit,2023-05-08,Sydney,1
241.183.168.12.39.182-19,Female,50,QQBN11848295260304,Global Bank,7464.32,8425,15554.19,Credit,2024-07-22,Mumbai,0
103.177.78.209.161.115-43,Female,45,YCZB26279001488700,Unity Bank,1892.25,1666,1382.53,Credit,2022-12-20,Sydney,0
178.201.9.207.208.107-11,Female,80,CORA27668054093461,Capital Trust,5939.46,9255,11873.43,Debit,2022-06-23,London,1
140.25.229.233.129.201-77,Male,75,CUXH23705350260331,Unity Bank,735.76,5694,36319.97,Debit,2023-03-28,London,1
116.130.179.214.252.255-68,Male,28,NFWQ89677822195864,Pioneer Savings,9538.54,3108,16418.96,Credit,2022-12-30,Mumbai,0
18.239.212.130.206.186-84,Female,50,DBGV10050578344126,Unity Bank,2730.7,5869,22940.66,Credit,2023-02-04,Tokyo,0
188.126.80.224.136.94-30,Female,33,ZMPQ69552586048655,Summit Bank,3203.18,7425,33270.18,Credit,2022-01-07,New York,0
160.89.220.184.229.109-29,Male,62,MAHL00084795888651,Unity Bank,3706.35,2376,32927.66,Debit,2024-01-10,London,1
112.71.151.241.178.191-77,Female,51,ZSRG39287470357183,Pioneer Savings,1864.58,7173,30987.71,Credit,2023-04-12,Tokyo,0
131.252.17.94.77.26-20,Female,74,PIID93113369850986,Capital Trust,7617.99,4381,5498.27,Credit,2023-09-22,Tokyo,1
86.240.61.76.104.38-46,Male,63,UHYN36575329326231,Capital Trust,4651.98,2213,36988.22,Debit,2024-11-23,Mumbai,0
8.18.121.148.58.165-85,Female,76,RXXB13066588721254,Global Bank,7269.05,2664,48441.93,Credit,2022-09-17,London,0
199.117.22.108.151.54-12,Male,27,YSAV38934662579229,Unity Bank,3680.62,3129,23170.24,Credit,2022-03-23,Mumbai,1
55.167.191.44.117.230-32,Female,58,NKBT25852519887932,Summit Bank,2569.22,4447,27783.03,Debit,2023-09-03,Beijing,1
72.169.202.48.200.239-60,Male,64,YLUN43102433414658,Summit Bank,3252.29,7236,46878.19,Debit,2023-07-25,Tokyo,0
110.97.16.82.174.243-77,Male,61,ESZV78617559017901,Pioneer Savings,9772.98,9764,24355.89,Debit,2024-09-12,New York,0
55.164.76.231.83.165-73,Female,77,JIMH46951672380186,Unity Bank,8764.66,3906,36982.13,Credit,2023-07-20,Sydney,1
7.230.246.25.187.90-94,Male,78,YOGG97796346604345,Pioneer Savings,2647.14,9332,26806.71,Credit,2022-02-06,Berlin,1
108.255.19.175.201.198-38,Male,28,JVJV59619646572718,Unity Bank,2589.33,7045,49884.75,Debit,2023-07-16,New York,0
155.199.12.9.121.123-95,Female,34,FLJA29126742542931,Summit Bank,9375.92,1549,30143.8,Credit,2023-12-29,Beijing,1
43.29.69.218.100.94-88,Female,24,LPVZ61058467634117,Global Bank,4595.0,5178,6420.24,Credit,2024-08-22,Sydney,1
112.0.21.207.190.89-90,Male,28,ELWD48388929123076,Summit Bank,3123.42,3255,24649.53,Debit,2022-03-17,Mumbai,0
221.77.183.48.235.206-83,Male,61,ADJK15557968611547,Pioneer Savings,1651.67,2358,39126.95,Credit,2022-11-27,London,1
65.219.207.86.218.75-55,Male,47,JGZI66680031680699,Global Bank,2286.31,3981,5952.62,Credit,2023-06-05,Beijing,1
